cfb_season,college,ap_rank,nfl_players,pro_bowls,all_pros,player_list
2017,Stanford,16,21,2,1,Alijah Holder|Bobby Okereke|Casey Toohill|Colby Parkinson|Dalton Schultz|Davis Mills|Drew Dalman|Foster Sarell|Harrison Phillips|J.J. Arcega-Whiteside|Jake Bailey|Justin Reid|Kaden Smith|Nate Herbig|Paulson Adebo|Peter Kalambayi|Quenton Meeks|Simi Fehoko|Thomas Booker|Trenton Irwin|Walker Little
2017,LSU,17,41,18,6,Arden Key|Austin Deculus|Badara Traore|Blake Ferguson|Breiden Fehoko|Cade York|Clyde Edwards-Helaire|Cordale Flott|Corey Thompson|Cyril Grayson|D.J. Chark|Damien Lewis|Damone Clark|Danny Etling|Darrel Williams|Derek Stingley Jr.|Devin White|Donte Jackson|Ed Ingram|Foster Moreau|Frank Herron|Grant Delpit|Greedy Williams|Ja'Marr Chase|Jabril Cox|Jacob Phillips|Joe Burrow|Justin Jefferson|K'Lavon Chaisson|Kevin Toliver|Kristian Fulton|Lloyd Cushenberry|Neil Farrell|Patrick Queen|Racey McMath|Rashard Lawrence|Russell Gage|Saahdiq Charles|Stephen Sullivan|Terrace Marshall|Will Clapp
2017,Memphis,18,13,1,0,Anthony Miller|Antonio Gibson|Bryce Huff|Calvin Austin|Chris Claybrooks|Darrell Henderson|Dylan Parham|Genard Avery|Jacobi Francis|Kenneth Gainwell|Patrick Taylor|Riley Patterson|Tony Pollard
2017,Michigan State,19,16,0,0,A.J. Arcuri|Andrew Dowell|Brian Allen|Brian Lewerke|Connor Heyward|Jalen Nailor|Joe Bachie|Josiah Scott|Justin Layne|Kenneth Walker|Kenny Willekes|Khari Willis|Matt Sokol|Naquan Jones|Raequan Williams|Taybor Pepper
2017,Mississippi State,20,18,8,1,Brandon Bryant|Cameron Dantzler|Charles Cross|Elgton Jenkins|Fred Brown|Hunter Bradley|J.T. Gray|Jeffery Simmons|Johnathan Abram|Jordan Thomas|Logan Cooke|Martin Emerson|Martinas Rankin|Montez Sweat|Shaq Calhoun|Tommy Stevens|Tyre Phillips|Willie Gay
2017,Northwestern,21,12,2,0,Blake Hance|Earnest Brown|Garrett Dickerson|Godwin Igwebuike|Greg Newsome|Hunter Niswander|Joe Gaziano|Justin Jackson|Montre Hartage|Nate Hall|Rashawn Slater|Tyler Lancaster
2017,Iowa State,22,9,1,0,Allen Lazard|Breece Hall|Brock Purdy|Charlie Kolar|David Montgomery|Eyioma Uwazurike|Jamal Perry|Kene Nwangwu|Steven Wirtel
2017,NC State,23,19,2,0,A.J. Cole|Alim McNeill|B.J. Hill|Bradley Chubb|Garrett Bradbury|Germaine Pratt|Ikem Ekwonu|Jakobi Meyers|James Smith-Williams|Jaylen Samuels|Justin Jones|Kelvin Harmon|Kentavius Street|Larrell Murchison|Nyheim Hines|Ryan Finley|Trenton Gill|Will Richardson|Zonovan Knight
2017,Boise State,24,13,1,0,Alexander Mattison|Avery Williams|Brett Rypien|Cedrick Wilson|Curtis Weaver|David Moa|Donte' Deayon|Ezra Cleveland|John Bates|John Hightower|John Molchon|Khalil Shakir|Leighton Vander Esch
2017,South Florida,25,8,0,0,Bruce Hector|D'Ernest Johnson|Deadrin Senat|Marquez Valdes-Scantling|Mazzi Wilkins|Mike Love|Mitchell Wilcox|Quinton Flowers
2018,Clemson,1,28,6,0,A.J. Terrell|Albert Huggins|Amari Rodgers|Andrew Booth|Austin Bryant|Baylon Spector|Bryan Bresee|Christian Wilkins|Clelin Ferrell|Davis Allen|Dexter Lawrence|Hunter Renfrow|Isaiah Simmons|Jackson Carman|John Simpson|Jordan McFadden|K'Von Wallace|K.J. Henry|Mark Fields|Mitch Hyatt|Myles Murphy|Tanner Muse|Tee Higgins|Travis Etienne|Trayvon Mullen|Tremayne Anchrum|Trenton Simpson|Trevor Lawrence
2018,Alabama,2,49,27,7,Alex Leatherwood|Anfernee Jennings|Brian Branch|Brian Robinson|Bryce Young|Byron Young|Cam Sims|Cameron Latu|Christian Barmore|Christian Harris|Cole Mazza|Damien Harris|DeVonta Smith|Deionte Thompson|Deonte Brown|Eli Ricks|Evan Neal|Hale Hentges|Henry Ruggs|Henry To'oTo'o|Irv Smith|Isaiah Buggs|J.C. Hassenauer|Jahmyr Gibbs|Jameson Williams|Jaylen Waddle|Jedrick Wills|Jerry Jeudy|John Metchie III|Jonah Williams|Jordan Battle|Josh Jacobs|Josh Jobe|LaBryan Ray|Landon Dickerson|Lester Cotton|Mac Jones|Mack Wilson|Najee Harris|Patrick Surtain|Phidarian Mathis|Quinnen Williams|Raekwon Davis|Ross Pierschbacher|Trevon Diggs|Tua Tagovailoa|Tyler Steen|Will Anderson Jr.|Xavier McKinney
2018,Ohio State,3,44,12,2,Austin Mack|Baron Browning|C.J. Saunders|C.J. Stroud|Chase Young|Chris Olave|Damon Arnette|Davon Hamilton|Dre'Mont Jones|Drue Chrisman|Garrett Wilson|Isaiah Prince|J.K. Dobbins|Jaxon Smith-Njigba|Jeff Okudah|Jeremy Ruckert|Jonah Jackson|Jonathon Cooper|Jordan Fuller|Josh Myers|Justin Fields|K.J. Hill|Kendall Sheffield|Liam McCullough|Luke Farrell|Luke Wypler|Malik Harrison|Marcus Baugh|Mike Jordan|Nicholas Petit-Frere|Nick Bosa|Paris Johnson|Parris Campbell|Pete Werner|Rashod Berry|Ronnie Hickman Jr.|Shaun Wade|Terry McLaurin|Thayer Munford|Tommy Togiai|Trey Sermon|Tuf Borland|Tyreke Smith|Zach Harrison
2018,Oklahoma,4,30,18,4,Amani Bledsoe|Anton Harrison|Austin Seibert|Ben Powers|Bobby Evans|Brayden Willis|Brian Asamoah|CeeDee Lamb|Cody Ford|Creed Humphrey|Curtis Bolton|Delarrin Turner-Yell|Dru Samia|Eric Gray|Jalen Hurts|Kenneth Murray|Kyler Murray|Marquis Hayes|Marquise Brown|Marvin Mims|Mike Woods|Neville Gallimore|Nik Bonitto|Parnell Motley|Perrion Winfrey|Rhamondre Stevenson|Steven Parker|Tre Brown|Tre Norwood|Wanya Morris
2018,Notre Dame,5,35,7,2,Aaron Banks|Adetokunbo Ogundeji|Alex Bars|Alohi Gilman|Ben Skowronek|Blake Grupe|Brandon Aubrey|Brock Wright|Chase Claypool|Cole Kmet|Cole Luke|Drue Tranquill|Isaiah Foskey|Jalen Elliott|Jamir Jones|Jarrett Patterson|Jeremiah Owusu-Koramoah|Jerry Tillery|Julian Love|Julian Okwara|Khalid Kareem|Kurt Hinish|Kyle Hamilton|Kyren Williams|Liam Eichenberg|Michael Mayer|Miles Boykin|Nick McCloud|Robert Hainsey|Sam Mustipher|Scott Daly|Tommy Kraemer|Tommy Tremble|Tony Jones|Troy Pride
2018,LSU,6,38,17,6,Anthony Bradford|Austin Deculus|B.J. Ojulari|Badara Traore|Blake Ferguson|Breiden Fehoko|Cade York|Clyde Edwards-Helaire|Cordale Flott|Cyril Grayson|Damien Lewis|Damone Clark|Derek Stingley Jr.|Devin White|Ed Ingram|Foster Moreau|Frank Herron|Grant Delpit|Greedy Williams|Ja'Marr Chase|Jabril Cox|Jacob Phillips|Jarrick Bernard-Converse|Jay Ward|Joe Burrow|Justin Jefferson|K'Lavon Chaisson|Kayshon Boutte|Kristian Fulton|Lloyd Cushenberry|Mekhi Garner|Neil Farrell|Patrick Queen|Racey McMath|Rashard Lawrence|Saahdiq Charles|Stephen Sullivan|Terrace Marshall
2018,Georgia,7,47,8,0,Andrew Thomas|Azeez Ojulari|Ben Cleveland|Broderick Jones|Channing Tindall|Charlie Woerner|Christopher Smith|D'Andre Swift|Darnell Washington|Deandre Baker|Derion Kendrick|Devonte Wyatt|Eric Stokes|George Pickens|Isaac Nauta|J.R. Reed|Jake Camarda|Jake Fromm|Jalen Carter|Jamaree Salyer|James Cook|John FitzPatrick|Jordan Davis|Kelee Ringo|Kenny McIntosh|Lawrence Cager|Lewis Cine|Malik Herring|Mecole Hardman|Monty Rice|Nakobe Dean|Natrez Patrick|Nick Moore|Nolan Smith|Quay Walker|Riley Ridley|Robert Beal Jr.|Rodrigo Blankenship|Solomon Kindley|Tae Crowder|Terry Godwin|Travon Walker|Tre' McKitty|Trey Hill|Tyson Campbell|Warren McClendon Jr.|Zamir White
2018,Florida,8,28,2,0,Amari Burney|C.J. Henderson|Chauncey Gardner-Johnson|Dameon Pierce|Eddy Pineiro|Evan McPherson|Fred Johnson|Freddie Swain|Gervon Dexter|Jabari Zuniga|Jawaan Taylor|Jonathan Greenard|Josh Hammond|Justin Shorter|Kadarius Toney|Kaiir Elam|Kyle Pitts|Kyle Trask|Malik Davis|Marco Wilson|O'Cyrus Torrence|Stone Forsythe|Tedarrell Slaton|Tommy Townsend|Tyrie Cleveland|Van Jefferson|Ventrell Miller|Zach Carter
2018,Kentucky,9,23,2,0,Benny Snell|Brandin Echols|Carrington Valentine|Chris Rodriguez Jr.|Chris Westry|Darian Kinnard|Jamin Davis|Jon Toth|Josh Ali|Josh Allen|Josh Paschal|Kelvin Joseph|Landon Young|Logan Stenberg|Lonnie Johnson|Luke Fortner|Lynn Bowden|Marquan McCall|Mike Edwards|Phil Hoskins|Quinton Bohanna|Wan'Dale Robinson|Will Levis
2018,Washington,10,26,1,1,Aaron Fuller|Alex Cook|Andre Baccellia|Ben Burr-Kirven|Benning Potoa'e|Byron Murphy|Cade Otton|Coleman Shelton|Drew Sample|Elijah Molden|Greg Gaines|Hunter Bryant|Jake Browning|Jake Eldrenkamp|Joe Tryon|Kaleb McGary|Keith Taylor|Kyler Gordon|Levi Onwuzurike|Luke Wattenberg|Myles Bryant|Myles Gaskin|Nick Harris|Salvon Ahmed|Taylor Rapp|Trent McDuffie
2018,Texas,11,24,4,2,Andrew Beck|Bijan Robinson|Brandon Jones|Brenden Schooler|Caden Sterns|Calvin Anderson|Cameron Dicker|Charles Omenihu|Collin Johnson|D'Shawn Jamison|Devin Duvernay|Joseph Ossai|Josh Thompson|Keondre Coburn|Kris Boyd|Lil'Jordan Humphrey|Malcolm Roach|Moro Ojomo|P.J. Locke|Roschon Johnson|Sam Ehlinger|Samuel Cosmi|Ta'Quon Graham|Tarik Black
2018,Penn State,12,32,8,4,Amani Oruwariye|Arnold Ebiketie|Blake Gillikin|Brenton Strange|Cam Brown|Chris Stoll|Connor McGovern|Dan Chisena|Jahan Dotson|Jaquan Brisker|Jesse Luketa|Ji'Ayir Brown|Joey Porter|John Reid|Jordan Stout|Juice Scruggs|Kevin Givens|Micah Parsons|Miles Sanders|Mitchell Tinsley|Nick Scott|Odafe Oweh|P.J. Mustipher|Parker Washington|Pat Freiermuth|Rasheed Walker|Ryan Bates|Sean Clifford|Shaka Toney|Trace McSorley|Will Fries|Yetur Gross-Matos
2018,Washington State,13,8,1,0,Abraham Lucas|Andre Dillard|Daiyan Henley|Daniel Ekuale|Gardner Minshew|Hercules Mata'afa|Jalen Thompson|Jaylen Watson
2018,West Virginia,14,9,0,0,Colton McKivitz|Dante Stills|David Long|David Sills|Kenny Robinson|Tony Fields|Trevon Wesco|Will Grier|Yodny Cajuste
2018,UCF,15,7,0,0,Aaron Robinson|Brandon Johnson|Gabriel Davis|Kalia Davis|Matthew Wright|Richie Grant|Trysten Hill
2018,Michigan,16,40,5,0,Aidan Hutchinson|Ambry Thomas|Andrew Stueber|Ben Bredeson|Brad Robbins|Brandon Watson|Bryan Mone|Camaron Cheeseman|Cameron McGrone|Cesar Ruiz|Chase Winovich|Chris Evans|Christopher Hinton|D.J. Turner|David Long|David Ojabo|Dax Hill|Devin Bush|Donovan Peoples-Jones|Hassan Haskins|Jake Moody|Jon Runyan|Jordan Glasgow|Josh Metellus|Josh Ross|Josh Uche|Khaleke Hudson|Kwity Paye|Luke Schoonmaker|Mazi Smith|Michael Danna|Michael Onwenu|Mike Morris|Nico Collins|Olusegun Oluwatimi|Rashan Gary|Ronnie Bell|Ryan Hayes|Sean McKeon|Zach Gentry
2018,Texas A&M,17,20,5,0,Antonio Johnson|Bobby Brown|Braden Mann|Buddy Johnson|Cullen Gillaspia|Dan Moore|De'Von Achane|DeMarvin Leal|Donovan Wilson|Erik McCoy|Jace Sternberger|Jaylon Jones|Justin Madubuike|Kenyon Green|Kingsley Keke|Leon O'Neal|Micheal Clemons|Ryan McCollum|Trayveon Williams|Tyrel Dodson
2018,Mississippi State,18,15,7,1,Cameron Dantzler|Cameron Young|Charles Cross|Elgton Jenkins|Emmanuel Forbes|Fred Brown|J.T. Gray|Jeffery Simmons|Johnathan Abram|Martin Emerson|Montez Sweat|Shaq Calhoun|Tommy Stevens|Tyre Phillips|Willie Gay
2018,Syracuse,19,9,0,0,Alton Robinson|Andre Cisco|Garrett Williams|Ifeatu Melifonwu|Kingsley Jonathan|Matthew Bergeron|Sean Tucker|Sterling Hofrichter|Trill Williams
2018,Iowa State,20,13,1,0,Anthony Johnson Jr.|Breece Hall|Brock Purdy|Charlie Kolar|David Montgomery|Eyioma Uwazurike|Jacob Hummel|Jamal Perry|Julian Good-Jones|Kene Nwangwu|Steven Wirtel|Will McDonald|Xavier Hutchinson
2018,Army,21,5,0,0,Andre Carter|Brett Toth|Cole Christiansen|Elijah Riley|Jon Rhattigan
2018,Utah,22,19,5,0,Britain Covey|Chase Hansen|Clark Phillips|Cody Barton|Dalton Kincaid|Devin Lloyd|Francis Bernard|Jackson Barton|Javelin Guidry|Jaylon Johnson|John Penisini|Julian Blackmon|Leki Fotu|Matt Gay|Mitch Wishnowsky|Mohamoud Diabate|Terrell Burgess|Tyler Huntley|Zack Moss
2018,Iowa,23,29,12,3,A.J. Epenesa|Alaric Jackson|Amani Hooker|Anthony Nelson|Cedrick Lattimore|Chauncey Golston|Coy Cronk|Dane Belton|Daviyon Nixon|Geno Stone|Ihmir Smith-Marsette|Jack Campbell|Jake Gervase|Kaevon Merriweather|Kristian Welch|Lukas Van Ness|Matt Nelson|Mekhi Sargent|Michael Ojemudia|Nick Niemann|Noah Fant|Parker Hesse|Riley Moss|Ross Reynolds|Sam LaPorta|T.J. Hockenson|Tristan Wirfs|Tyler Goodson|Tyler Linderbaum
2018,Auburn,24,23,1,0,Anders Carlson|Anthony Schwartz|Arryn Siposs|Chandler Cox|Colby Wooden|Daniel Thomas|Darius Slayton|Derick Hall|Derrick Brown|Duke Williams|Eku Leota|Jack Driscoll|Jamel Dean|Jamien Sherwood|Jarrett Stidham|K.J. Britt|Marlon Davidson|Noah Igbinoghene|Owen Pappoe|Prince Tega Wanogho|Roger McCreary|Seth Williams|Tank Bigsby
2018,Boise State,25,14,0,0,Alexander Mattison|Avery Williams|Brett Rypien|Curtis Weaver|David Moa|Donte' Deayon|Ezra Cleveland|J.L. Skinner|John Bates|John Hightower|John Molchon|John Ojukwu|Khalil Shakir|Scott Matlock
2019,LSU,1,40,19,6,Ali Gaye|Anthony Bradford|Austin Deculus|B.J. Ojulari|Badara Traore|Blake Ferguson|Breiden Fehoko|Brian Thomas Jr.|Cade York|Clyde Edwards-Helaire|Cordale Flott|Damien Lewis|Damone Clark|Derek Stingley Jr.|Ed Ingram|Grant Delpit|Ja'Marr Chase|Jabril Cox|Jacob Phillips|Jarrick Bernard-Converse|Jay Ward|Jayden Daniels|Joe Burrow|Jordan Jefferson|Justin Jefferson|K'Lavon Chaisson|Kayshon Boutte|Kristian Fulton|Lloyd Cushenberry|Maason Smith|Malik Nabers|Mekhi Garner|Neil Farrell|Omar Speights|Patrick Queen|Racey McMath|Rashard Lawrence|Saahdiq Charles|Stephen Sullivan|Terrace Marshall
2019,Clemson,2,27,2,0,A.J. Terrell|Albert Huggins|Amari Rodgers|Andrew Booth|Baylon Spector|Bryan Bresee|Davis Allen|Isaiah Simmons|Jackson Carman|Jeremiah Trotter Jr.|John Simpson|Jordan McFadden|K'Von Wallace|K.J. Henry|Mark Fields|Myles Murphy|Nate Wiggins|Ruke Orhorhoro|Tanner Muse|Tee Higgins|Travis Etienne|Tremayne Anchrum|Trenton Simpson|Trevor Lawrence|Tyler Davis|Will Shipley|Xavier Thomas
2019,Ohio State,3,41,5,1,Austin Mack|Baron Browning|C.J. Saunders|C.J. Stroud|Cade Stover|Chase Young|Chris Olave|Damon Arnette|Davon Hamilton|Drue Chrisman|Garrett Wilson|J.K. Dobbins|Jaxon Smith-Njigba|Jeff Okudah|Jeremy Ruckert|Jonah Jackson|Jonathon Cooper|Jordan Fuller|Josh Myers|Justin Fields|K.J. Hill|Liam McCullough|Luke Farrell|Luke Wypler|Malik Harrison|Marcus Baugh|Marvin Harrison Jr.|Mike Hall Jr.|Nicholas Petit-Frere|Paris Johnson|Pete Werner|Rashod Berry|Ronnie Hickman Jr.|Shaun Wade|Thayer Munford|Tommy Eichenberg|Tommy Togiai|Trey Sermon|Tuf Borland|Tyreke Smith|Zach Harrison
2019,Georgia,4,49,10,1,Amarius Mims|Andrew Thomas|Azeez Ojulari|Ben Cleveland|Brock Bowers|Broderick Jones|Channing Tindall|Charlie Woerner|Christopher Smith|D'Andre Swift|Darnell Washington|Derion Kendrick|Devonte Wyatt|Eric Stokes|George Pickens|J.R. Reed|Jake Camarda|Jake Fromm|Jalen Carter|Jamaree Salyer|James Cook|Javon Bullard|John FitzPatrick|Jordan Davis|Kamari Lassiter|Kelee Ringo|Kendall Milton|Kenny McIntosh|Ladd McConkey|Lawrence Cager|Lewis Cine|Malik Herring|Monty Rice|Nakobe Dean|Nick Moore|Nolan Smith|Quay Walker|Robert Beal Jr.|Rodrigo Blankenship|Sedrick Van Pran-Granger|Solomon Kindley|Tae Crowder|Travon Walker|Tre' McKitty|Trey Hill|Tykee Smith|Tyson Campbell|Warren McClendon Jr.|Zamir White
2019,Oregon,5,29,7,3,Alex Forsyth|Anthony Brown|Austin Faoliu|Bo Nix|Brady Breeze|Bucky Irving|Calvin Throckmorton|Christian Gonzalez|D.J. Johnson|Deommodore Lenoir|Evan Williams|Henry Mondeaux|Jackson Powers-Johnson|Jake Hanson|Jamal Hill|Jevon Holland|Johnny Johnson|Jordon Riley|Justin Herbert|Juwan Johnson|Kayvon Thibodeaux|Noah Sewell|Penei Sewell|Shane Lemieux|TJ Bass|Thomas Graham|Troy Dye|Troy Franklin|Verone McKinley
2019,Florida,6,27,2,0,Amari Burney|Brenton Cox Jr.|C.J. Henderson|Dameon Pierce|Evan McPherson|Freddie Swain|Gervon Dexter|Jabari Zuniga|Jeremiah Moon|Jonathan Greenard|Josh Hammond|Justin Shorter|Kadarius Toney|Kaiir Elam|Kyle Pitts|Kyle Trask|Malik Davis|Marco Wilson|O'Cyrus Torrence|Ricky Pearsall|Stone Forsythe|Tedarrell Slaton|Tommy Townsend|Tyrie Cleveland|Van Jefferson|Ventrell Miller|Zach Carter
2019,Oklahoma,7,27,16,4,Amani Bledsoe|Anton Harrison|Brayden Willis|Brian Asamoah|CeeDee Lamb|Creed Humphrey|Curtis Bolton|DaShaun White|Delarrin Turner-Yell|Eric Gray|Jalen Hurts|Jalen Redmond|Jonah Laulu|Kenneth Murray|Marquis Hayes|Marvin Mims|Mike Woods|Neville Gallimore|Nik Bonitto|Parnell Motley|Perrion Winfrey|Rhamondre Stevenson|Tre Brown|Tre Norwood|Tyler Guyton|Tyrese Robinson|Wanya Morris
2019,Alabama,8,43,20,6,Alex Leatherwood|Anfernee Jennings|Brian Branch|Brian Robinson|Bryce Young|Byron Young|Cameron Latu|Chris Braswell|Christian Barmore|Christian Harris|Dallas Turner|DeVonta Smith|Deonte Brown|Eli Ricks|Evan Neal|Henry Ruggs|Henry To'oTo'o|JC Latham|Jahmyr Gibbs|Jameson Williams|Jaylen Waddle|Jedrick Wills|Jerry Jeudy|John Metchie III|Jonah Williams|Jordan Battle|Josh Jobe|Justin Eboigbe|Kool-Aid McKinstry|LaBryan Ray|Landon Dickerson|Mac Jones|Najee Harris|Patrick Surtain|Phidarian Mathis|Raekwon Davis|Terrion Arnold|Trevon Diggs|Tua Tagovailoa|Tyler Steen|Will Anderson Jr.|Will Reichard|Xavier McKinney
2019,Penn State,9,31,6,4,Arnold Ebiketie|Blake Gillikin|Brenton Strange|Caedan Wallace|Cam Brown|Chop Robinson|Chris Stoll|Dan Chisena|Hunter Nourzad|Jahan Dotson|Jaquan Brisker|Jesse Luketa|Ji'Ayir Brown|Joey Porter|John Reid|Jordan Stout|Juice Scruggs|Kevin Givens|Micah Parsons|Mitchell Tinsley|Odafe Oweh|Olumuyiwa Fashanu|P.J. Mustipher|Parker Washington|Pat Freiermuth|Rasheed Walker|Ryan Bates|Sean Clifford|Shaka Toney|Will Fries|Yetur Gross-Matos
2019,Minnesota,10,15,2,1,Antoine Winfield|Benjamin St-Juste|Boye Mafe|Brevyn Spann-Ford|Carter Coughlin|Daniel Faalele|Esezi Otomewo|Jack Gibbens|Jordan Howden|Kamal Martin|Ko Kieft|Rashod Bateman|Rodney Smith|Terell Smith|Tyler Johnson
2019,Wisconsin,11,18,8,2,Braelon Allen|Cole Van Lanen|Isaiahh Loudermilk|Jack Sanborn|Jake Ferguson|Joe Tippmann|Jonathan Taylor|Keeanu Benton|Kendric Pryor|Leo Chenal|Maema Njongmeta|Matt Henningsen|Nick Herbig|Quintez Cephus|Rachad Wildgoose|Tanor Bortolini|Tyler Biadasz|Zack Baun
2019,Notre Dame,12,39,7,2,Aaron Banks|Adetokunbo Ogundeji|Alohi Gilman|Audric Estimé|Ben Skowronek|Blake Fisher|Blake Grupe|Brandon Aubrey|Brock Wright|Cam Hart|Chase Claypool|Chris Smith|Cole Kmet|Isaiah Foskey|JD Bertrand|Jalen Elliott|Jamir Jones|Jarrett Patterson|Javontae Jean-Baptiste|Jeremiah Owusu-Koramoah|Joe Alt|Julian Okwara|Kevin Austin Jr.|Khalid Kareem|Kurt Hinish|Kyle Hamilton|Kyren Williams|Liam Eichenberg|Marist Liufau|Michael Mayer|Nick McCloud|Robert Hainsey|Sam Mustipher|Scott Daly|Thomas Harper|Tommy Kraemer|Tommy Tremble|Tony Jones|Troy Pride
2019,Baylor,13,20,0,0,Ben Sims|Blake Lynch|Bravvion Roy|Clay Johnston|Denzel Mims|Grayland Arnold|Henry Black|Jalen Pitre|James Lynch|Jameson Houston|Jamycal Hasty|Kalon Barnes|Ross Matiscik|Sam Tecklenburg|Siaki Ika|Terrel Bernard|Trestan Ebner|Tyquan Thornton|William Bradley-King|Xavier Newman-Johnson
2019,Auburn,14,21,1,0,Anders Carlson|Anthony Schwartz|Arryn Siposs|Chandler Wooten|Colby Wooden|Daniel Thomas|Derick Hall|Derrick Brown|Eku Leota|Jack Driscoll|Jamien Sherwood|John Shenker|K.J. Britt|Marlon Davidson|Nehemiah Pritchett|Noah Igbinoghene|Owen Pappoe|Prince Tega Wanogho|Roger McCreary|Seth Williams|Tank Bigsby
2019,Iowa,15,27,11,4,A.J. Epenesa|Alaric Jackson|Cedrick Lattimore|Chauncey Golston|Cooper DeJean|Coy Cronk|Dane Belton|Daviyon Nixon|Geno Stone|Ihmir Smith-Marsette|Jack Campbell|Jake Gervase|Kaevon Merriweather|Kristian Welch|Lukas Van Ness|Matt Nelson|Mekhi Sargent|Michael Ojemudia|Nick Niemann|Parker Hesse|Riley Moss|Ross Reynolds|Sam LaPorta|Tory Taylor|Tristan Wirfs|Tyler Goodson|Tyler Linderbaum
2019,Utah,16,22,4,0,Britain Covey|Chase Hansen|Clark Phillips|Cole Bishop|Dalton Kincaid|Devaughn Vele|Devin Lloyd|Francis Bernard|Javelin Guidry|Jaylon Johnson|John Penisini|Jonah Elliss|Julian Blackmon|Leki Fotu|Miles Battle|Mohamoud Diabate|Nephi Sewell|Sataoa Laumea|Sione Vaki|Terrell Burgess|Tyler Huntley|Zack Moss
2019,Memphis,17,10,0,0,Antonio Gibson|Bryce Huff|Calvin Austin|Chris Claybrooks|Dylan Parham|J.J. Russell|Jacobi Francis|Kenneth Gainwell|Patrick Taylor|Riley Patterson
2019,Michigan,18,43,4,0,AJ Barner|Aidan Hutchinson|Ambry Thomas|Andrew Stueber|Ben Bredeson|Blake Corum|Brad Robbins|Camaron Cheeseman|Cameron McGrone|Cesar Ruiz|Chris Evans|Christopher Hinton|D.J. Turner|David Ojabo|Dax Hill|Donovan Peoples-Jones|Drake Nugent|Hassan Haskins|J.J. McCarthy|Jake Moody|Jaylen Harrell|Jon Runyan|Jordan Glasgow|Josh Metellus|Josh Ross|Josh Uche|Josh Wallace|Junior Colson|Khaleke Hudson|Kris Jenkins|Kwity Paye|Luke Schoonmaker|Mazi Smith|Michael Danna|Michael Onwenu|Mike Morris|Mike Sainristil|Nico Collins|Olusegun Oluwatimi|Ronnie Bell|Ryan Hayes|Sean McKeon|Zak Zinter
2019,Appalachian State,19,9,0,0,Akeem Davis-Gaither|D'Marco Jackson|Darrynton Evans|Jalen Virgil|Josh Thomas|Nick Hampton|Ryan Neuzil|Shemar Jean-Charles|Tyrek Funderburk
2019,Navy,20,1,0,0,Malcolm Perry
2019,Cincinnati,21,18,2,2,Ahmad Gardner|Alec Pierce|Bryan Cook|Coby Bryant|Darrian Beavers|Darrick Forrest|Desmond Ridder|Devin Gray|Ivan Pace|James Hudson|Jerome Ford|Josh Whyle|Josiah Deguara|Jowon Briggs|Marquise Copeland|Myjai Sanders|Tre Tucker|Tyler Scott
2019,Air Force,22,3,0,0,Bo Richter|Jordan Jackson|Trey Taylor
2019,Boise State,23,13,0,0,Avery Williams|Brett Rypien|Curtis Weaver|David Moa|Ezra Cleveland|George Holani|J.L. Skinner|John Bates|John Hightower|John Molchon|John Ojukwu|Khalil Shakir|Scott Matlock
2019,UCF,24,10,0,0,Aaron Robinson|Alex Ward|Brandon Johnson|Divaad Wilson|Gabriel Davis|Javon Baker|Kalia Davis|Matthew Wright|Richie Grant|Tylan Grable
2019,Texas,25,29,4,2,Adonai Mitchell|Bijan Robinson|Brandon Jones|Brenden Schooler|Byron Murphy II|Caden Sterns|Calvin Anderson|Cameron Dicker|Christian Jones|Collin Johnson|D'Shawn Jamison|Devin Duvernay|Ja'Tavion Sanders|Jaylan Ford|Jordan Whittington|Joseph Ossai|Josh Thompson|Keilan Robinson|Keondre Coburn|Malcolm Roach|Moro Ojomo|P.J. Locke|Roschon Johnson|Sam Ehlinger|Samuel Cosmi|T'Vondre Sweat|Ta'Quon Graham|Tarik Black|Xavier Worthy
2020,Alabama,1,39,15,4,Alex Leatherwood|Brian Branch|Brian Robinson|Bryce Young|Byron Young|Cameron Latu|Chris Braswell|Christian Barmore|Christian Harris|Dallas Turner|DeVonta Smith|Deonte Brown|Eli Ricks|Evan Neal|Henry To'oTo'o|JC Latham|Jahmyr Gibbs|Jameson Williams|Jaylen Waddle|Jihaad Campbell|John Metchie III|Jonah Williams|Jordan Battle|Josh Jobe|Justin Eboigbe|Kool-Aid McKinstry|LaBryan Ray|Landon Dickerson|Mac Jones|Malachi Moore|Najee Harris|Patrick Surtain|Phidarian Mathis|Que Robinson|Terrion Arnold|Tyler Booker|Tyler Steen|Will Anderson Jr.|Will Reichard
2020,Clemson,2,24,1,0,Albert Huggins|Amari Rodgers|Andrew Booth|Barrett Carter|Baylon Spector|Bryan Bresee|Davis Allen|Jackson Carman|Jeremiah Trotter Jr.|Jordan McFadden|K.J. Henry|Myles Murphy|Nate Wiggins|Payton Page|Phil Mafah|R.J. Mickens|Ruke Orhorhoro|Travis Etienne|Trenton Simpson|Trevor Lawrence|Tyler Davis|Will Putnam|Will Shipley|Xavier Thomas
